-98.73184,29.78065,"Pizza Hut-Boerne,TX","236 Bandera Rd, Boerne,TX, (830) 816-1616"
-96.17442,33.57679,"Pizza Hut-Bonham,TX","510 E Sam Rayburn Dr, Bonham,TX, (903) 583-8731"
-101.40767,35.66022,"Pizza Hut-Borger,TX","1418 W Wilson St, Borger,TX, (806) 274-7245"
-97.84528,33.5572,"Pizza Hut-Bowie,TX","404 E Wise St, Bowie,TX, (940) 872-5444"
-98.92274,32.75553,"Pizza Hut-Breckenridge,TX","1608 W Walker St, Breckenridge,TX, (214) 559-8231"
-93.83128,30.03519,"Pizza Hut-Bridge City,TX","2100 Texas Ave, Bridge City,TX, (409) 735-7500"
-97.76784,33.21798,"Pizza Hut-Bridgeport,TX","1606 Chico Hwy, Bridgeport,TX, (940) 683-5433"
-97.765,33.22316,"Pizza Hut-Bridgeport,TX","406 Us 380, Bridgeport,TX, (940) 683-5433"
-102.27447,33.18126,"Pizza Hut-Brownfield,TX","301 Lubbock Rd, Brownfield,TX, (806) 637-9511"
-97.535,25.94138,"Pizza Hut-Brownsville,TX","1179 Fm 802, Brownsville,TX, (956) 544-7733"
-97.51074,25.93011,"Pizza Hut-Brownsville,TX","1830 Central Blvd, Brownsville,TX, (956) 546-8272"
-97.48653,25.92217,"Pizza Hut-Brownsville,TX","2333 Boca Chica Blvd, Brownsville,TX, (956) 544-7711"
-97.46957,25.91963,"Pizza Hut-Brownsville,TX","245 Security Dr, Brownsville,TX, (956) 541-6393"
-98.98489,31.72906,"Pizza Hut-Brownwood,TX","507 W Commerce St, Brownwood,TX, (915) 643-5811"
-96.35734,30.64662,"Pizza Hut-Bryan,TX","2610 S Texas Ave, Bryan,TX, (979) 779-5422"
-96.35506,30.62341,"Pizza Hut-Bryan,TX","4207 Wellborn Rd, Bryan,TX, (979) 846-3355"
-96.32514,30.66519,"Pizza Hut-Bryan,TX","3141 Briarcrest Dr, Bryan,TX, (979) 774-3222"
